id,level,component_type,csiCode,description,tree_path
f1b55f6c-37b2-4446-8c66-eae1e8df166f,3,"            Walkway Lighting",26 56 33,"Walkway lighting consists of fixtures designed to provide safe and aesthetically pleasing illumination along pedestrian pathways, enhancing visibility and security in outdoor spaces.",Electrical > Lighting > Exterior Lighting > Walkway Lighting
feaf10ee-9c91-4941-a9bb-2d5dfe6ef35c,2,"        Interior Lighting",26 51 00,"Interior lighting consists of fixtures and systems designed to illuminate indoor spaces, focusing on functionality, comfort, and ambiance for residential, commercial, or industrial environments.",Electrical > Lighting > Interior Lighting
5a722346-9839-40ec-836b-61db06ae3b1b,3,"            Ceiling Fans*",26 51 15,"Ceiling fans are mechanical devices mounted on ceilings designed to circulate air for improved ventilation and comfort, often integrated with lighting for dual functionality in indoor spaces.",Electrical > Lighting > Interior Lighting > Ceiling Fans*
e36fdaa7-fd53-4ecf-b4ab-f3fe4c2b482c,3,"            Fluorescent Interior Lighting",26 51 16,"Fluorescent interior lighting uses fluorescent lamps to provide energy-efficient illumination for indoor spaces, commonly utilized in residential, commercial, and industrial settings for their long lifespan and bright, even light output.",Electrical > Lighting > Interior Lighting > Fluorescent Interior Lighting
e164c1b9-31a7-4c80-94c2-0bb7fe2ff2be,3,"            HID Interior Lighting",26 51 23,"HID (High-Intensity Discharge) interior lighting uses gas-discharge lamps to produce bright, energy-efficient illumination, typically employed in large indoor spaces requiring high-intensity light, such as warehouses or gyms.",Electrical > Lighting > Interior Lighting > HID Interior Lighting
9f45e67f-de6f-453b-b972-6c52fb40369e,3,"            Interior Lighting Fixtures, Lamps, And Ballasts",26 51 13,"Interior lighting fixtures, lamps, and ballasts include the components used in indoor lighting systems, such as housings, bulbs, and ballasts, which regulate current and ensure efficient, reliable illumination.","Electrical > Lighting > Interior Lighting > Interior Lighting Fixtures, Lamps, And Ballasts"
8960cff0-1338-418a-8036-266a836eb115,3,"            LED Interior Lighting",26 51 19,"LED interior lighting utilizes light-emitting diode technology to provide energy-efficient, long-lasting, and versatile illumination for indoor spaces, offering enhanced brightness control and reduced energy consumption.",Electrical > Lighting > Interior Lighting > LED Interior Lighting
961c5951-b336-4cf5-903c-7385aabd26dc,2,"        Lighting Accessories",26 50 12,"Lighting accessories include supplementary components such as mounts, brackets, diffusers, shades, and controls that enhance the functionality, installation, or aesthetic appeal of lighting systems.",Electrical > Lighting > Lighting Accessories
f13f57bc-7735-480d-8ca6-2ddda250c5e6,2,"        Safety Lighting",26 52 00,"Safety lighting includes specialized systems designed to provide illumination during emergencies, ensuring visibility and safe evacuation in residential, commercial, or industrial spaces.",Electrical > Lighting > Safety Lighting
671c8c1a-f045-4ac1-9eb6-7f13f795daed,3,"            Emergency and Exit Lighting",26 52 13,"Emergency and exit lighting includes systems designed to provide illumination and clear directional guidance during power outages or emergencies, ensuring safe evacuation and compliance with safety regulations.",Electrical > Lighting > Safety Lighting > Emergency and Exit Lighting
75c5e8be-e2dd-4bf5-a094-66d72fd9cd73,4,"                Emergency Lighting",26 52 13.13,"Emergency lighting consists of illumination systems that activate during power outages or emergencies, ensuring visibility and safety in critical areas for occupants to navigate and evacuate.",Electrical > Lighting > Safety Lighting > Emergency and Exit Lighting > Emergency Lighting
6a73bae3-029d-477e-a5cb-c66af50ebe17,4,"                Exit Signs",26 52 13.16,"Exit signs are illuminated or reflective indicators used to mark building exits, providing clear directional guidance to ensure safe and efficient evacuation during emergencies.",Electrical > Lighting > Safety Lighting > Emergency and Exit Lighting > Exit Signs
e66d5fe4-af5c-486e-a196-d0005531b1f3,2,"        Special Purpose Lighting",26 55 00," Special purpose lighting includes fixtures and systems designed for specific applications, such as medical, theatrical, or architectural uses, requiring tailored performance or specialized features.",Electrical > Lighting > Special Purpose Lighting
290ef9aa-853f-451a-8842-955139b03306,3,"            Athletic Field Lighting",26 55 68,"Athletic field lighting consists of high-intensity lighting systems designed to illuminate sports fields and arenas, ensuring optimal visibility for players and spectators during evening or low-light conditions.",Electrical > Lighting > Special Purpose Lighting > Athletic Field Lighting
47642ee8-57f0-467c-9b82-75fe2895d86b,3,"            Broadcast Lighting",26 55 83,"Broadcast lighting comprises specialized systems designed to provide consistent, high-quality illumination for television, film, and live production, ensuring optimal visibility and accurate color rendering on camera.",Electrical > Lighting > Special Purpose Lighting > Broadcast Lighting
3be9ea4d-5e2c-47e0-b409-73599443f5ee,3,"            Detention Lighting",26 55 63,"Detention lighting includes durable, tamper-resistant lighting fixtures designed for secure facilities, providing reliable illumination while withstanding impact and preventing misuse.",Electrical > Lighting > Special Purpose Lighting > Detention Lighting
ee211637-1fc1-4ac5-9ee0-0c9f6e753434,3,"            Display Lighting",26 55 59,"Display lighting includes specialized fixtures designed to highlight and enhance the visual appeal of exhibits, merchandise, or artwork, providing focused and adjustable illumination.",Electrical > Lighting > Special Purpose Lighting > Display Lighting
4738b5c4-d227-4895-8909-1113df33243e,3,"            Hazard Warning Lighting",26 55 33," Hazard warning lighting consists of systems designed to signal danger or caution in specific areas, providing high-visibility alerts for safety in industrial, transportation, or construction environments.",Electrical > Lighting > Special Purpose Lighting > Hazard Warning Lighting
69f6dcc6-1da6-48c7-be25-7f48dd8d6767,3,"            Healthcare Lighting",26 55 70,"Healthcare lighting includes specialized illumination systems designed to support medical environments, enhancing visibility, patient comfort, and staff efficiency while meeting stringent hygiene and performance standards.",Electrical > Lighting > Special Purpose Lighting > Healthcare Lighting
ae0ca66c-2d10-4b41-b1e5-86ac88f3487f,3,"            Helipad Lighting",26 55 39," Helipad lighting includes specialized illumination systems designed to enhance visibility and safety for helicopter landing zones, ensuring clear guidance during night operations and adverse weather conditions.",Electrical > Lighting > Special Purpose Lighting > Helipad Lighting
14b2917e-da4c-4402-8f71-c7dd7370426e,3,"            Led Lighting",26 55 22,"LED lighting uses light-emitting diode technology to provide energy-efficient, durable, and versatile illumination for various applications, offering long lifespan and reduced energy consumption.",Electrical > Lighting > Special Purpose Lighting > Led Lighting
d1673aa3-88de-4556-b947-5a5b9db1111c,3,"            Obstruction Lighting",26 55 36,"Obstruction lighting includes high-visibility lighting systems designed to mark structures such as towers, buildings, and bridges to alert pilots and ensure safety in aviation and navigation.",Electrical > Lighting > Special Purpose Lighting > Obstruction Lighting
89931370-edac-4731-8845-ba9d2e2acefc,3,"            Outline Lighting",26 55 23,"Outline lighting consists of linear or contour lighting systems used to highlight architectural features, signage, or building outlines, providing decorative and functional illumination.",Electrical > Lighting > Special Purpose Lighting > Outline Lighting
eb086983-adcb-43e6-969d-58a5b2105ad1,3,"            Security Lighting",26 55 53,"Security lighting consists of outdoor illumination systems designed to enhance safety and deter unauthorized access by providing bright, continuous, or motion-activated lighting in vulnerable areas.",Electrical > Lighting > Special Purpose Lighting > Security Lighting
e1479175-b207-43d3-8dcf-6ce006af9665,3,"            Theatrical Lighting","26 55 61 ","Theatrical lighting involves specialized fixtures and control systems designed to create dynamic lighting effects, enhance mood, and focus attention in stage productions, performances, and events.",Electrical > Lighting > Special Purpose Lighting > Theatrical Lighting
19845ab2-9a0f-4564-ae1a-7259a1111cfc,3,"            Underwater Lighting",26 55 29,"Underwater lighting includes specialized fixtures designed for illumination in pools, fountains, and other submerged environments, engineered for durability, water resistance, and aesthetic enhancement.",Electrical > Lighting > Special Purpose Lighting > Underwater Lighting
ffb1b3fa-384f-4779-92d5-93b3daf0b962,1,"    Low-Voltage Electrical Distribution",26 20 00,Low-Voltage Distribution Systems,Electrical > Low-Voltage Electrical Distribution
90794733-ee91-4159-8c46-d4313df845d4,2,"        Electrical Load Bank",26 24 00,Furnish electrical load banks for testing the emergency and backup power systems. Load banks must be designed for indoor or outdoor use and capable of handling both resistive and inductive loads. Units must meet all performance and safety standards for load testing applications. Ensure factory testing is conducted prior to delivery to ensure reliability during testing and commissioning.,Electrical > Low-Voltage Electrical Distribution > Electrical Load Bank
e3196bf3-e541-45fb-9421-2fb3e07f3cfd,2,"        Enclosed Bus Assemblies",26 25 00,Busway Systems,Electrical > Low-Voltage Electrical Distribution > Enclosed Bus Assemblies
79186cbc-10df-4594-91d7-30cc903524bd,3,"            Busway",26 25 13,Electrical Busway Systems,Electrical > Low-Voltage Electrical Distribution > Enclosed Bus Assemblies > Busway
108e2f4a-4af1-483f-81e1-de13345a40f0,2,"        Low-Voltage Circuit Protective Devices",26 28 00,"Circuit breakers, fuses, surge protectors and other devices operating at 1000V or less that protect electrical systems and equipment from overcurrent, short circuits, and power surges.",Electrical > Low-Voltage Electrical Distribution > Low-Voltage Circuit Protective Devices
a98a3b27-58c1-472d-8e3c-9034dde85260,3,"            Enclosed Switches and Circuit Breakers","26 28 16 ","Protective enclosures containing manually-operated switches or circuit breakers rated at 1000V or less, providing accessibility for operation and maintenance while ensuring personnel safety.",Electrical > Low-Voltage Electrical Distribution > Low-Voltage Circuit Protective Devices > Enclosed Switches and Circuit Breakers
a0f07fd8-8eda-48dd-94eb-4c5b3976d0bb,4,"                Enclosed Switches","26 28 16.16 ","Manually operated disconnecting switches enclosed in protective housings, rated at 1000V or less, used to isolate electrical equipment for maintenance and safety purposes.",Electrical > Low-Voltage Electrical Distribution > Low-Voltage Circuit Protective Devices > Enclosed Switches and Circuit Breakers > Enclosed Switches
1babfa97-2fbc-45db-9ea8-f5a3f247ff5a,2,"        Low-Voltage Controllers",26 29 00,"Control devices operating at 1000V or less that regulate the operation of electrical equipment, including motor starters, variable frequency drives, and contactors for power control and distribution.",Electrical > Low-Voltage Electrical Distribution > Low-Voltage Controllers
fa870780-4c96-46f5-90a3-ad88b394ce6e,3,"            Enclosed Controllers",26 29 13,"Enclosed controllers are protective cabinets or enclosures that house electrical control components, providing environmental protection and safety barriers while allowing access for maintenance and operation of building automation systems and equipment controls.",Electrical > Low-Voltage Electrical Distribution > Low-Voltage Controllers > Enclosed Controllers
fb8d3b9f-e224-4933-9c56-90841251a5c0,4,"                Across-the-Line Motor Controllers",26 29 13.13,"Across-the-line motor controllers are electrical devices that connect motors directly to their power supply at full voltage, typically featuring protection mechanisms like overload relays and providing basic start/stop control functionality.",Electrical > Low-Voltage Electrical Distribution > Low-Voltage Controllers > Enclosed Controllers > Across-the-Line Motor Controllers
33f74f98-b43f-447a-88ee-36a2d338ed5f,4,"                Reduced-Voltage Motor Controllers",26 29 13.16,"Reduced-voltage motor controllers are devices that lower the initial voltage supplied to motors during startup to minimize mechanical stress and reduce electrical inrush current, gradually ramping up to full operating voltage.",Electrical > Low-Voltage Electrical Distribution > Low-Voltage Controllers > Enclosed Controllers > Reduced-Voltage Motor Controllers
2188bf06-9a51-45d6-8b33-9143edddda80,3,"            Variable-Frequency Motor Controllers",26 29 23,"Variable-frequency motor controllers are electronic devices that adjust motor speed and torque by varying the frequency and voltage of power delivered to AC motors, enabling precise speed control and energy efficiency.",Electrical > Low-Voltage Electrical Distribution > Low-Voltage Controllers > Variable-Frequency Motor Controllers
0bc5af23-2931-4692-88e4-449e3a5611a1,2,"        Low-Voltage Distribution Equipment",26 27 00,Distribution Equipment,Electrical > Low-Voltage Electrical Distribution > Low-Voltage Distribution Equipment
72ba22cd-7fa4-4085-8807-16be7e3ade4f,3,"            Door Chimes",26 27 73,"Electronic or mechanical devices that produce audible tones or melodies to announce visitors at entryways or doors, including transformers and sound-producing components.",Electrical > Low-Voltage Electrical Distribution > Low-Voltage Distribution Equipment > Door Chimes
c5a6da0d-5b84-483a-aa2b-82c02bb3dc12,3,"            Electrical Cabinets and Enclosures","26 27 16 ","Protective metal housings and cabinets that safely enclose electrical equipment, components, and wiring, featuring access doors, mounting provisions, and environmental protection ratings.",Electrical > Low-Voltage Electrical Distribution > Low-Voltage Distribution Equipment > Electrical Cabinets and Enclosures
70534bc2-1192-450f-b564-50ad1680d0e0,3,"            Indoor Service Poles","26 27 23 ","Vertical poles that extend from floor to ceiling, containing power receptacles and cable management features to provide flexible power distribution in open office environments.",Electrical > Low-Voltage Electrical Distribution > Low-Voltage Distribution Equipment > Indoor Service Poles
c522b629-202a-4dee-a0aa-a701bbce60b0,3,"            Metering Equipment",26 27 13,Power Metering Systems,Electrical > Low-Voltage Electrical Distribution > Low-Voltage Distribution Equipment > Metering Equipment
aa885350-d5a0-4a4d-9c41-e2d6c9cd2623,3,"            Multi-Outlet Assemblies",26 27 19,"Multi-Outlet Assemblies systems that consolidate multiple power receptacles into a single unit, typically surface-mounted or recessed, providing organized power distribution to multiple devices.",Electrical > Low-Voltage Electrical Distribution > Low-Voltage Distribution Equipment > Multi-Outlet Assemblies
d424e7ac-3eee-4406-9b77-e1b9cdac0a00,3,"            Power Distribution Units",26 27 33,"Provide power distribution units (PDUs) capable of centralized power management for critical infrastructure. PDUs must include circuit-level monitoring, surge protection, and automatic transfer switching. Ensure PDUs are suitable for rack-mount or floor-mount installations and meet the project’s power distribution requirements. All units should be factory-tested for performance and reliability.",Electrical > Low-Voltage Electrical Distribution > Low-Voltage Distribution Equipment > Power Distribution Units
b02b11d7-2893-4bbe-bf91-d773215b355d,3,"            Wiring Devices",26 27 26,"Wiring Devices including receptacles, switches, dimmers, occupancy sensors, and other power control devices for distributing and controlling electrical power within buildings.",Electrical > Low-Voltage Electrical Distribution > Low-Voltage Distribution Equipment > Wiring Devices
c6e63d49-7104-4c74-abc7-f9170a97f47a,2,"        Low-Voltage Electrical Service Entrance",26 21 00,"Service entrance components and equipment rated at 1000V or less, including conductors, meters, disconnects, and grounding systems that connect facility power to the utility grid.",Electrical > Low-Voltage Electrical Distribution > Low-Voltage Electrical Service Entrance
663cae96-dbfd-48d0-893f-b407c9ba21d7,2,"        Low-Voltage Switchgear",26 23 00,LV Switchgear Systems,Electrical > Low-Voltage Electrical Distribution > Low-Voltage Switchgear
6543633a-ed40-4894-9025-5acc21d73ffc,3,"            Metal-Enclosed Switchgear",26 23 13,Metal-Enclosed LV Switchgear,Electrical > Low-Voltage Electrical Distribution > Low-Voltage Switchgear > Metal-Enclosed Switchgear
7d136449-c2cc-489b-a097-ac3617ed5283,3,"            Paralleling Low-Voltage Switchgear",26 23 13,"Switchgear assembly operating at 1000V or less that enables multiple power sources to operate in parallel, featuring circuit breakers, controls, and monitoring systems for load sharing and power distribution management.",Electrical > Low-Voltage Electrical Distribution > Low-Voltage Switchgear > Paralleling Low-Voltage Switchgear
93aec361-95f5-4e93-87c6-98f78e25ea7a,2,"        Low-Voltage Transformers",26 22 00,LV Transformer Systems,Electrical > Low-Voltage Electrical Distribution > Low-Voltage Transformers
a201b674-d208-47b2-8146-9d006471be0b,3,"            Low-Voltage Distribution Transformers",26 22 13,LV Distribution Transformers,Electrical > Low-Voltage Electrical Distribution > Low-Voltage Transformers > Low-Voltage Distribution Transformers
ffdce4c0-fc59-4aa3-abff-e00f7b835f90,3,"            Low-Voltage K-Rated Transformers",26 22 30,K-Rated Transformers,Electrical > Low-Voltage Electrical Distribution > Low-Voltage Transformers > Low-Voltage K-Rated Transformers
03256fb1-1792-4d99-8135-72cc74690ad6,2,"        Power Distribution Units",26 26 00,"Modular units that provide conditioned and monitored power distribution to rack-mounted equipment, featuring branch circuit protection, power monitoring capabilities, and multiple output receptacles.",Electrical > Low-Voltage Electrical Distribution > Power Distribution Units
1114268b-8487-42df-87bf-54a4800398f2,2,"        Switchboards",26 24 00,Electrical Switchboards,Electrical > Low-Voltage Electrical Distribution > Switchboards
36cd83b0-7af4-4d3e-a4da-43a90d606829,3,"            Main Switchboards",26 24 13,Main Distribution Switchboards,Electrical > Low-Voltage Electrical Distribution > Switchboards > Main Switchboards
3d0b80bf-1f43-46eb-8c0a-5e3f3e58b97a,3,"            Panelboards",26 24 16,Distribution Panelboards,Electrical > Low-Voltage Electrical Distribution > Switchboards > Panelboards
d58f30e7-30e4-480a-b76d-c8a1519eebfa,4,"                Distribution Panelboards",26 24 16.16,Power Distribution Panels,Electrical > Low-Voltage Electrical Distribution > Switchboards > Panelboards > Distribution Panelboards
d5ca1974-5864-4984-9cfc-9e6f8df88f4d,4,"                Lighting and Appliance Panelboards",26 24 16.13,Branch Circuit Panelboards,Electrical > Low-Voltage Electrical Distribution > Switchboards > Panelboards > Lighting and Appliance Panelboards
9e2f8443-336b-4265-a9d0-611331661e1b,1,"    Medium-Voltage Electrical Distribution",26 10 00,Medium-Voltage Distribution Systems,Electrical > Medium-Voltage Electrical Distribution
e668dd04-00cc-4e20-957a-2ae036894ee3,2,"        Medium-Voltage Circuit Protection Devices",26 18 00,"Medium-Voltage Circuit Protection Devices are specialized electrical components designed to detect, interrupt, and prevent electrical faults in medium-voltage power distribution systems. These devices, including protective relays, circuit breakers, and current limiters, safeguard electrical infrastructure by quickly isolating problematic circuits and preventing potential damage from overcurrent, short circuits, or other electrical anomalies.",Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Circuit Protection Devices
2d9a4f68-4fdf-47ce-8ece-5cf31c258a7e,3,"            Medium-Voltage Cutouts",26 18 13,"Medium-voltage cutouts are protective switching devices installed on power distribution systems that combine both fuse and disconnect switch functionality, allowing for visible circuit interruption and overcurrent protection typically between 5kV to 38kV.",Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Circuit Protection Devices > Medium-Voltage Cutouts
dfda8fdc-bbfe-4776-b97f-592593a2733a,3,"            Medium-Voltage Enclosed Bus",26 18 29,"Medium-voltage enclosed bus systems are metal-enclosed conductor assemblies that safely distribute power between electrical equipment, typically operating in the 2.4kV to 38kV range while providing protection from environmental factors and accidental contact.",Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Circuit Protection Devices > Medium-Voltage Enclosed Bus
a35573b1-2df4-4962-97d7-f25031e6f2e7,3,"            Medium-Voltage Enclosed Fuse Cutouts",26 18 33,"Medium-voltage enclosed fuse cutouts are protective devices that combine fuse and disconnect switch functionality within a sealed metal enclosure, providing both overcurrent protection and visible circuit isolation typically in the 2.4kV to 38kV range.",Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Circuit Protection Devices > Medium-Voltage Enclosed Fuse Cutouts
043de140-8334-422c-820e-a27202251697,3,"            Medium-Voltage Enclosed Fuses",26 18 36,"Medium-voltage enclosed fuses are protective devices housed within sealed metal enclosures that interrupt power circuits during overcurrent conditions, typically operating in the 2.4kV to 38kV range.",Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Circuit Protection Devices > Medium-Voltage Enclosed Fuses
bf4ea8f5-cbbf-4456-af68-73460c082412,3,"            Medium-Voltage Fuses",26 18 16,"Medium-voltage fuses are protective devices designed to interrupt power circuits during overcurrent conditions by melting a calibrated conductor, typically operating in the 2.4kV to 38kV range.",Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Circuit Protection Devices > Medium-Voltage Fuses
de0fda7f-e622-4aa2-8652-a9d5df11090c,3,"            Medium-Voltage Lightning Arresters",26 18 19,"Medium-voltage lightning arresters are protective devices that safeguard electrical equipment by diverting excess voltage from lightning strikes or power surges to ground, typically operating in the 2.4kV to 72.5kV range.",Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Circuit Protection Devices > Medium-Voltage Lightning Arresters
5908d394-5f63-4429-9195-16db23dea3d4,3,"            Medium-Voltage Motor Controllers",26 18 39,"Medium-voltage motor controllers are enclosed switching and protection devices that regulate the operation of medium-voltage motors, providing starting, stopping, and speed control functionality while operating in the 2.4kV to 7.2kV range.",Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Circuit Protection Devices > Medium-Voltage Motor Controllers
61265564-4748-4160-b700-7686c4149ce3,3,"            Medium-Voltage Surge Arresters",26 18 23,"Medium-voltage surge arresters are protective devices that limit transient voltage surges from switching operations or other system events to protect electrical equipment, typically operating in the 2.4kV to 72.5kV range.",Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Circuit Protection Devices > Medium-Voltage Surge Arresters
40964052-dffc-46b1-824e-b6791c71cb03,2,"        Medium-Voltage Enclosed Bus Assemblies",26 15 00,"Medium-Voltage Enclosed Bus Assemblies are prefabricated electrical distribution systems that provide a safe, compact method for routing electrical power in medium-voltage applications. These assemblies consist of insulated bus bars enclosed in protective metal housings, offering reliable electrical connectivity with enhanced safety and environmental protection.",Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Enclosed Bus Assemblies
e92dfd45-9845-43b8-b83e-8249798545f2,2,"        Medium-Voltage Metering",26 16 00,"Medium-Voltage Metering encompasses electrical measurement equipment designed to monitor, record, and analyze power consumption, distribution, and quality in medium-voltage electrical systems. These sophisticated metering devices provide critical data on voltage, current, power factor, energy usage, and system performance for utility management and electrical infrastructure optimization.",Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Metering
769bffe4-5766-4c52-8e45-8575c248b59c,2,"        Medium-Voltage Switchgear",26 11 00,MV Switchgear Systems,Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Switchgear
5216b0e5-8556-4f1a-bcfc-a203e618b70b,3,"            Medium-Voltage Circuit Breaker Switchgear",26 11 13,MV Circuit Breaker Switchgear,Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Switchgear > Medium-Voltage Circuit Breaker Switchgear
73801e28-a39a-40a7-b87f-ae2f011bb0a9,3,"            Medium-Voltage Compartmentalized Switchgear",26 13 29,"Medium-Voltage Compartmentalized Switchgear is a sophisticated electrical distribution system with separate, isolated compartments for different functional components like circuit breakers, bus bars, and connections. This design enhances safety, simplifies maintenance, and provides improved protection and isolation of electrical components within medium-voltage power distribution networks.",Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Switchgear > Medium-Voltage Compartmentalized Switchgear
b93da253-fb5b-4002-addc-3b8bee32aed8,3,"            Medium-Voltage Fusible Interrupter Switchgear",26 11 16,MV Fusible Switchgear,Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Switchgear > Medium-Voltage Fusible Interrupter Switchgear
e2d7f42e-49cb-402c-a971-bac4d3fe8096,3,"            Medium-Voltage Metal-Clad Switchgear",26 13 26,"Medium-Voltage Metal-Clad Switchgear is an advanced electrical distribution system featuring fully enclosed, withdrawable circuit breakers and protective devices in separate metal compartments. This design provides superior safety, reliability, and ease of maintenance for medium-voltage electrical networks, with individual components that can be easily isolated and replaced without disrupting the entire system.",Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Switchgear > Medium-Voltage Metal-Clad Switchgear
89d5626e-0be1-4517-9ac3-e60eb2d740f1,3,"            Medium-Voltage Metal-Enclosed Switchgear",26 13 23,"Medium-Voltage Metal-Enclosed Switchgear is a robust electrical distribution system that houses switching and protective devices within a grounded metal enclosure, providing enhanced safety, protection from environmental conditions, and reliable circuit management for medium-voltage electrical networks. This equipment offers comprehensive protection, isolation, and control of electrical circuits while shielding internal components from external interference and potential hazards.  Copy",Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Switchgear > Medium-Voltage Metal-Enclosed Switchgear
d933d6a7-4bfe-439a-9cab-734cef399bd1,3,"            Medium-Voltage Vacuum Interrupter Switchgear",26 13 19,"Medium-Voltage Vacuum Interrupter Switchgear is specialized electrical equipment that uses vacuum technology to safely interrupt and control electrical circuits at medium voltage levels. These switchgear systems provide reliable circuit protection, isolation, and switching capabilities with improved performance and longer operational life compared to traditional switchgear technologies.",Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Switchgear > Medium-Voltage Vacuum Interrupter Switchgear
0ebec6c6-4728-42c0-bf56-8b920011744d,2,"        Medium-Voltage Transformers",26 12 00,MV Transformer Systems,Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Transformers
bf2ac171-5133-4ba7-be99-0038d8586aea,3,"            Dry-Type, Medium-Voltage Transformers",26 12 16,"Provide dry-type, medium-voltage transformers for indoor or outdoor use. Transformers must be air-cooled, non-oil insulated for safety, and meet all ANSI/IEEE standards. Units must be sized to meet the specified voltage and load requirements and be factory-tested for proper operation under load conditions.","Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Transformers > Dry-Type, Medium-Voltage Transformers"
03d32c7c-893f-45ab-88b9-d738b75e92d8,3,"            Medium-Voltage, Metal-Clad Switchgear",26 13 26,"Provide metal-clad switchgear rated for medium-voltage distribution. Switchgear must include vacuum circuit breakers, disconnect switches, and protection relays. Units must be designed for high-reliability applications and comply with all applicable standards for safety and performance. Switchgear must be factory-assembled and tested to ensure operational readiness in critical power applications.","Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Transformers > Medium-Voltage, Metal-Clad Switchgear"
f011f371-8c57-4f2b-890d-d57635affbc8,3,"            Medium-Voltage Pad-Mounted Transformers",26 12 13,MV Pad-Mounted Transformers,Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Transformers > Medium-Voltage Pad-Mounted Transformers
0b0a394c-4e94-41e6-bc83-42f923290c3e,3,"            Medium-Voltage Substation Transformers",26 12 16,MV Substation Transformers,Electrical > Medium-Voltage Electrical Distribution > Medium-Voltage Transformers > Medium-Voltage Substation Transformers
47fb3900-9223-4253-b475-7677f6c0ef4a,2,"        Substations",26 11 00,"Medium-Voltage Electrical Distribution Substations are critical infrastructure components that transform and distribute electrical power at medium voltage levels, typically between 2.4 kV and 69 kV. These substations serve as key nodes in electrical transmission networks, converting and routing electricity between transmission lines and local distribution systems.",Electrical > Medium-Voltage Electrical Distribution > Substations
da68642d-7c3e-4306-8d01-404e8992c06d,1,"    Power Monitoring and Control",26 45 00,Monitoring Systems,Electrical > Power Monitoring and Control
1ca37320-9125-4e36-8f0a-208f5cf306d9,2,"        Power Management Software",26 45 20,Management Systems,Electrical > Power Monitoring and Control > Power Management Software
28272f1a-2474-4480-a0de-79986ed10b6a,3,"            Building Power Management",26 45 26,Building Power Software,Electrical > Power Monitoring and Control > Power Management Software > Building Power Management
786dcede-5fe9-4681-b285-1e47da1287c5,3,"            DCIM Software",26 45 23,Data Center Infrastructure Management,Electrical > Power Monitoring and Control > Power Management Software > DCIM Software
bf5f4bbb-2a98-44b3-9923-9d6677c34d9e,2,"        Power Monitoring Devices",26 45 13,Power Monitoring Equipment,Electrical > Power Monitoring and Control > Power Monitoring Devices
9f15a4b3-259f-4323-b71f-8704e2b98b11,3,"            Branch Circuit Monitors",26 45 13.16,Circuit Monitoring Devices,Electrical > Power Monitoring and Control > Power Monitoring Devices > Branch Circuit Monitors
49fbac44-bfe5-42df-8f37-31583e231a3c,3,"            Environmental Monitors",26 45 13.19,Environmental Monitoring,Electrical > Power Monitoring and Control > Power Monitoring Devices > Environmental Monitors
ecd18a7c-7590-4abc-a0bd-22d90bb8497b,3,"            Power Quality Meters",26 45 13.13,PQ Monitoring Equipment,Electrical > Power Monitoring and Control > Power Monitoring Devices > Power Quality Meters
927b7181-0ee4-410e-b792-82f5422e78f3,1,"    Power Quality Equipment",26 43 00,Power Quality Systems,Electrical > Power Quality Equipment
3166cdf2-908f-434b-bc8a-2dae72629f52,2,"        Harmonic Filters",26 43 20,Harmonic Mitigation,Electrical > Power Quality Equipment > Harmonic Filters
ea335283-29f2-4c92-bcb2-a16dfde0d377,3,"            Active Harmonic Filters",26 43 23,Active Filtering Systems,Electrical > Power Quality Equipment > Harmonic Filters > Active Harmonic Filters
2e8f2f41-6aed-41b8-bc8a-010567464e9c,3,"            Passive Harmonic Filters",26 43 26,Passive Filtering Systems,Electrical > Power Quality Equipment > Harmonic Filters > Passive Harmonic Filters
f30e33ce-4327-433e-9d21-88cfae98f2e3,2,"        Power Factor Correction",26 43 30,PF Correction Equipment,Electrical > Power Quality Equipment > Power Factor Correction
9d4db7a9-a3a3-4070-9a83-ff6a8641fffa,3,"            Active PF Correction",26 43 36,Active PF Correction Systems,Electrical > Power Quality Equipment > Power Factor Correction > Active PF Correction
10420793-9f77-4eba-8768-bd51be9bba6e,3,"            Capacitor Banks",26 43 33,PF Correction Capacitors,Electrical > Power Quality Equipment > Power Factor Correction > Capacitor Banks
